Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,161.699997,161.850006,157.899994,158.710007,129.411682,4615700
2015-08-04,158.399994,158.820007,156.869995,157.600006,128.506592,5260600
2015-08-05,159.100006,159.539993,157.479996,157.899994,128.751205,3472800
2015-08-06,157.130005,157.539993,156.179993,156.320007,128.521011,3004800
2015-08-07,155.889999,156.250000,154.339996,155.119995,127.534416,3794900
2015-08-10,156.770004,157.470001,156.119995,156.750000,128.874557,4613400
2015-08-11,155.960007,155.990005,154.860001,155.509995,127.855072,3167100
2015-08-12,154.259995,156.520004,153.949997,156.160004,128.389450,3560300
2015-08-13,156.059998,156.089996,154.320007,155.070007,127.493324,2533400
2015-08-14,155.000000,156.210007,154.580002,155.750000,128.052399,3226400
2015-08-17,155.199997,156.690002,154.699997,156.309998,128.512802,2249600
2015-08-18,155.509995,156.520004,155.250000,156.009995,128.266159,2018300
2015-08-19,155.149994,155.669998,153.410004,153.940002,126.564262,4206400
2015-08-20,152.740005,153.910004,152.500000,152.660004,125.511902,4011500
2015-08-21,151.500000,153.190002,148.699997,148.850006,122.379456,7362100
2015-08-24,143.470001,147.759995,143.000000,143.470001,117.956184,10189700
2015-08-25,146.940002,147.110001,140.619995,140.960007,115.892578,7073200
2015-08-26,144.089996,146.979996,142.139999,146.699997,120.611786,6221800
2015-08-27,148.500000,148.970001,145.660004,148.539993,122.124542,4976600
2015-08-28,147.750000,148.199997,147.179993,147.979996,121.664154,4076300
2015-08-31,147.380005,148.399994,146.259995,147.889999,121.590149,4093100
2015-09-01,144.910004,144.979996,141.850006,142.679993,117.306671,5272000
2015-09-02,144.740005,145.080002,143.179993,145.050003,119.255211,4252000
2015-09-03,146.050003,148.029999,145.770004,146.779999,120.677513,3603500
2015-09-04,144.570007,145.399994,143.320007,143.699997,118.145271,4201100
2015-09-08,145.860001,147.339996,145.660004,147.229996,121.047531,3933300
2015-09-09,148.740005,149.039993,144.850006,145.050003,119.255211,3407800
2015-09-10,145.850006,147.160004,144.509995,146.199997,120.200706,3461700
2015-09-11,145.910004,147.500000,145.669998,147.369995,121.162643,3115100
2015-09-14,147.369995,147.369995,145.410004,145.649994,119.748489,3226700
2015-09-15,146.600006,147.929993,145.759995,147.529999,121.294167,2717100
2015-09-16,147.839996,148.889999,147.539993,148.410004,122.017700,2799200
2015-09-17,148.100006,149.679993,147.300003,148.139999,121.795708,4003000
2015-09-18,146.050003,146.389999,143.979996,144.509995,118.811226,7975800
2015-09-21,145.389999,146.979996,144.919998,146.479996,120.430916,3825000
2015-09-22,144.619995,145.059998,143.770004,144.429993,118.745445,3564100
2015-09-23,144.210007,144.570007,142.750000,143.660004,118.112381,2674200
2015-09-24,142.600006,145.070007,141.949997,144.410004,118.729027,3280300
2015-09-25,145.550003,146.270004,144.529999,145.419998,119.559387,3474400
2015-09-28,144.419998,145.380005,142.470001,142.520004,117.175110,4317300
2015-09-29,141.990005,142.660004,141.149994,142.470001,117.134033,4763500
2015-09-30,143.690002,145.710007,143.660004,144.970001,119.189430,3946200
2015-10-01,145.309998,145.669998,141.589996,143.589996,118.054878,3880900
2015-10-02,141.050003,144.589996,140.559998,144.580002,118.868813,3054400
2015-10-05,145.820007,149.889999,145.820007,149.039993,122.535622,5131800
2015-10-06,149.059998,150.149994,148.490005,148.779999,122.321892,3018100
2015-10-07,150.039993,150.729996,148.860001,150.089996,123.398911,2980800
2015-10-08,149.690002,153.020004,149.289993,152.279999,125.199486,4794400
2015-10-09,152.460007,153.149994,151.270004,152.389999,125.289917,3531100
2015-10-12,152.399994,152.580002,150.850006,151.139999,124.262184,3227600
2015-10-13,150.779999,150.779999,149.179993,149.619995,123.012482,3915700
